id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1126370579653438276,Beautiful house in Glover Park,6767145,Anne-Charlotte,,"Cathedral Heights, McLean Gardens, Glover Park",38.92047,-77.0765,Entire home/apt,,4,4,2025-08-02,0.29,2,0,1,Hosted License: 5007262201000991
1126413934357991230,Gorgeous apt in Adams Morgan!,548737800,Grace,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92172,-77.03452,Entire home/apt,117,1,105,2025-09-19,5.90,2,337,63,Exempt
1126629493197893591,"Blueground | Navy Yard, roof pool, nr nightlife",107434423,Blueground,,"Near Southeast, Navy Yard",38.87982,-77.00706,Entire home/apt,196,31,0,,,205,301,0,
1126631204396546133,"Blueground | Navy Yar, gym, games, pool & theater",107434423,Blueground,,"Near Southeast, Navy Yard",38.8798177,-77.0070556,Entire home/apt,,31,0,,,205,207,0,
1126693133940641164,"Blueground | Navy Yard, Gym & Roof Pool, nr Sports",107434423,Blueground,,"Near Southeast, Navy Yard",38.87982,-77.00706,Entire home/apt,166,31,0,,,205,236,0,
1126693963506006194,"Blueground | Navy Yard, movies, nr nightlife, food",107434423,Blueground,,"Near Southeast, Navy Yard",38.8798177,-77.0070556,Entire home/apt,153,31,0,,,205,273,0,
1126699056868379346,History Buffs & Foodies Welcome! Metro & Parking,568453703,Paul,,"Capitol Hill, Lincoln Park",38.8871182,-77.0003404,Entire home/apt,157,2,101,2025-09-09,5.78,1,74,71,Hosted License: 5007242201003408
1126763863044239607,"Luxury & Jolly Private Room, DC",570231433,Chuk,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89995649683701,-76.91944954547063,Private room,1800,1,1,2024-10-14,0.09,3,365,1,Exempt
1126770168809559602,SuperClean Private Ensuite BathRM CentrallyLocated,570392939,Sofoniyas,,"Brightwood Park, Crestwood, Petworth",38.94301189997304,-77.01799420910822,Private room,73,1,25,2025-07-29,1.43,3,363,15,Hosted License: 5007242201002708
1126784735406386079,"Luxury & Calm Private Room, DC",570231433,Chuk,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89991413267692,-76.91871290202842,Private room,1800,1,2,2024-10-05,0.11,3,365,1,Exempt
1126849779036768045,Renovated Unit near 14th Street NW & Logan Circle,570418673,Sam,,"Dupont Circle, Connecticut Avenue/K Street",38.91387014467844,-77.03569667627744,Entire home/apt,169,2,5,2024-08-24,0.29,1,247,0,Unhosted License: 5007262201001989
1127168945540999737,Lovely Large Modern 5BR 3.5BA DC Townhouse,404404580,Maria,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86789,-76.98164,Entire home/apt,300,31,3,2025-05-29,0.21,2,336,2,
1127225121699013022,Cozy Room In Petworth,546956976,Brian,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93532438527326,-77.02681929756383,Private room,105,3,11,2025-01-25,0.63,2,269,4,Hosted License: 5007242201003208
1127480152619234202,Historic Hotel located downtown,240619483,Fabrice,,"Dupont Circle, Connecticut Avenue/K Street",38.91034310000001,-77.0486208,Private room,,31,2,2024-06-13,0.11,6,269,0,Exempt
1127531056312976461,Tranquility Nest Suite 2,555786408,Osagie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93021350401165,-77.02978977009727,Entire home/apt,124,2,21,2025-07-28,1.18,3,358,12,Hosted License: 5007242201000399
1127540747387178990,Super Clean With Private BathRM Centrally Located,570392939,Sofoniyas,,"Brightwood Park, Crestwood, Petworth",38.943062363321694,-77.01806290236101,Private room,63,1,17,2025-05-19,0.96,3,365,5,Hosted License: 5007242201002708
1128324813534302086,"Super Clean, Quite and Centrally Located for DMV",570392939,Sofoniyas,,"Brightwood Park, Crestwood, Petworth",38.94417473722784,-77.01661293728156,Entire home/apt,138,1,14,2025-07-20,0.81,3,362,5,Hosted License: 5007242201002708
1129178613252155374,FAB Logan Location- Luxury above ground with Kitch,19214127,David,,"Shaw, Logan Circle",38.911347,-77.033274,Entire home/apt,140,2,75,2025-09-17,4.42,17,334,52,Hosted License: 5007262201002662
1129659774533530986,Digs on D St - Row Home on the Hill,11740156,William,,"Union Station, Stanton Park, Kingman Park",38.89403635063022,-76.9818643677312,Entire home/apt,464,2,30,2025-07-27,1.75,3,200,23,Hosted License: 5007242201003201<br />Unhosted License: 5007262201002804
1129842003602800056,Private Bright 1Br/1Ba Apt,77709061,Neil,,"Shaw, Logan Circle",38.91247,-77.01854,Entire home/apt,,250,5,2025-08-31,0.32,1,269,4,Hosted License: 0000500624000267
1130012855849251119,Midcentury Modern classic DC row home,2270470,Christian,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93327388726138,-77.02852444606823,Entire home/apt,165,2,18,2025-08-31,1.02,2,91,11,Hosted License: 5007242201003079
1130395783110450385,"Kitchenette, sofa & multipurpose work station",571240527,Club Quarters Hotel White Hous,,"Dupont Circle, Connecticut Avenue/K Street",38.90114,-77.03944,Private room,,1,2,2025-08-01,0.39,5,96,2,Exempt
1130395783356587359,Well-appointed home base with Keurig & desk,571240527,Club Quarters Hotel White Hous,,"Dupont Circle, Connecticut Avenue/K Street",38.90114,-77.03944,Private room,247,1,27,2025-09-07,1.72,5,94,24,Exempt
1130396020142563464,Spacious setup with sofa bed & kitchenette,571240527,Club Quarters Hotel White Hous,,"Dupont Circle, Connecticut Avenue/K Street",38.90114,-77.03944,Private room,308,1,0,,,5,96,0,Exempt
1130396048345206296,Versatile work station with Parsons desk,571240527,Club Quarters Hotel White Hous,,"Dupont Circle, Connecticut Avenue/K Street",38.90114,-77.03944,Private room,,1,0,,,5,93,0,Exempt
1130396185217045519,Cozy quarters next to the Farragut West station,571240527,Club Quarters Hotel White Hous,,"Dupont Circle, Connecticut Avenue/K Street",38.90114,-77.03944,Private room,236,1,21,2025-08-30,1.30,5,87,9,Exempt
1130615334705310433,1 Bedroom apt w/ free parking in historic district,4476230,Evgeniya,,"Union Station, Stanton Park, Kingman Park",38.89661,-76.97598,Entire home/apt,,29,17,2025-04-14,1.03,2,0,9,Unhosted License: 5007262201002909
1131103050724220131,Cozy Dupont Pied-à-Terre,133310626,Andrew,,"Dupont Circle, Connecticut Avenue/K Street",38.912896667791564,-77.04105102530887,Entire home/apt,185,2,33,2025-07-31,1.90,1,241,26,Hosted License: 5007242201003363
