id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1355848606214714784,Cozy condo just minutes NYC,578188348,Janice,,Ward A (councilmember Denise Ridley),40.71290075480838,-74.095937583503,Entire home/apt,165,28,0,,,1,365,0,
1355872500539532284,Luxury Modern Apt near NYC,494133859,Rekha,,Ward F (councilmember Jermaine D. Robinson),40.72118854816272,-74.06950879230865,Entire home/apt,159,1,13,2025-09-14,2.47,2,334,13,STR-001181-2025
1356055164750447770,Huge 3 Bedroom near NYC-10min Times Square,69301751,Oluwaseun,,Ward D (councilmember Michael Yun),40.74963030292727,-74.04233193817736,Entire home/apt,175,2,22,2025-09-01,2.99,3,164,22,STR-007241-2025
1356132907126323549,Chic Urban Retreat (4 miles to NYC),175642571,Jacquelyn,,Ward D (councilmember Michael Yun),40.74895589395619,-74.04327686046535,Entire home/apt,379,2,3,2025-09-06,0.83,1,58,3,STR-002198-2025
1359362107032520880,Historic Townhouse-14 min to WTC,48959153,Gintare,,Ward E (councilmember James Solomon),40.72402781688681,-74.04495026811752,Entire home/apt,375,3,23,2025-09-13,4.01,1,168,23,STR-006453-2024
1359514496116735019,One-Bedroom Apartment Near PATH in Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71911936225423,-74.0427084200078,Entire home/apt,250,30,1,2025-05-10,0.22,23,326,1,
1363794185181895018,Lux Family Retreat w/ Rooftop |Mins to NYC/MetLife,232239633,Sojourna,,Ward D (councilmember Michael Yun),40.75707962782286,-74.04864003783746,Entire home/apt,342,1,8,2025-09-25,4.07,1,168,8,STR-000026-2025
1363846984748837222,Romantic 03 Bedroom Apt.,581614774,Elizabeth,,Ward F (councilmember Jermaine D. Robinson),40.70971105968231,-74.06365964340249,Entire home/apt,281,3,13,2025-09-07,2.39,3,49,13,STR-005388-2024
1364121623402752256,Metro Haven,680840872,Ramy,,Ward F (councilmember Jermaine D. Robinson),40.713888588974626,-74.07587954048769,Entire home/apt,178,28,1,2025-05-26,0.24,1,325,1,
1364161990153560951,Chic & Spacious brownstone - Sleeps 10 adults,11584103,Zachary,,Ward E (councilmember James Solomon),40.72474476998883,-74.04627130467742,Entire home/apt,1360,5,0,,,2,135,0,STR-001953-2025
1364539516749925551,"Hotel-Style– No Host, Professionally Managed ID285",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.71611956546687,-74.06966474597992,Private room,62,3,6,2025-09-03,1.13,59,339,6,STR-003857-2024
1364682655898251320,Nyc entire apartment experience,106979335,Lauren,,Ward F (councilmember Jermaine D. Robinson),40.7124393978489,-74.06578363897036,Entire home/apt,141,1,32,2025-09-19,5.55,3,27,32,STR-057321-2024
1366166879054389530,Garden apt - steps from NYC.,467067044,Patrick,,Ward F (councilmember Jermaine D. Robinson),40.7183846,-74.0488335,Entire home/apt,152,2,20,2025-09-14,3.41,1,50,20,STR-000296-2025
1366269640465487439,Modern 4BR w/ Yard+Gameroom|PATH+Bus Access to NYC,107939532,Phoebe,,Ward D (councilmember Michael Yun),40.74703824879583,-74.0569949831671,Entire home/apt,378,2,20,2025-09-24,3.59,7,315,20,STR-000589-2025
1366696703397741591,NYC Skyline View - 5 Star Apartment,681227623,Ruth,,Ward D (councilmember Michael Yun),40.749627613834164,-74.03896273013729,Entire home/apt,348,1,11,2025-09-19,1.59,1,327,11,
